Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,label
7032.99,0.025,-0.475,9.869,0.001,-0.079,0.003,13.585,-21.887,-49.613,1
7168.004,-0.092,-0.558,9.889,-0.067,-0.034,-0.006,13.362,-21.923,-49.909,1
7303.976,0.029,-0.542,9.834,-0.055,-0.026,-0.007,13.869,-22.895,-50.113,1
7445.028,0.042,-0.495,9.847,0.13,-0.086,-0.018,13.459,-21.831,-48.864,1
7580.973,-0.003,-0.44,9.822,-0.022,-0.019,-0.001,13.183,-22.478,-50.002,1
7715.979,-0.086,-0.415,9.895,0.007,-0.035,0.008,13.836,-22.279,-50.358,1
7851.969,-0.158,-0.488,9.805,0.109,-0.059,-0.029,13.704,-22.671,-49.914,1
7987.988,0.039,-0.381,9.963,-0.058,-0.041,-0.019,13.798,-22.194,-49.618,1
8123.997,0.009,-0.357,9.861,0.023,-0.069,-0.044,13.308,-22.199,-48.823,1
8259.031,-0.013,-0.435,9.9,-0.011,-0.083,0.037,13.782,-22.393,-50.314,1
8395.04,0.016,-0.484,9.827,-0.024,-0.033,-0.025,13.718,-22.445,-50.193,1
8530.965,0.013,-0.432,9.866,0.034,0.009,0.004,13.724,-22.95,-50.547,1
8670.999,-0.017,-0.408,9.931,0.024,-0.018,-0.021,13.036,-22.096,-50.094,1
8807.013,0.015,-0.414,9.936,-0.01,-0.046,-0.014,13.656,-22.564,-49.778,1
8943.005,0.047,-0.485,9.939,0.032,-0.063,-0.019,12.361,-21.817,-50.211,1
9078.996,0.035,-0.433,9.92,0.017,-0.046,0.018,12.765,-22.08,-49.26,1
9213.986,0.019,-0.466,9.85,0.027,-0.04,0.001,12.231,-21.792,-49.511,1
9350.02,0.087,-0.452,10.007,-0.033,-0.023,0.026,12.774,-21.742,-48.631,1
9486.026,0.093,-0.529,9.862,0.028,-0.083,0.007,12.81,-21.256,-49.821,1
9622.0,0.067,-0.501,9.976,0.001,-0.041,0.029,12.856,-21.339,-48.491,1
9761.97,0.016,-0.737,9.733,-0.07,-0.048,0.011,13.225,-21.223,-49.123,1
9898.041,-0.051,-0.64,10.001,-0.028,-0.01,-0.02,13.28,-20.916,-49.604,1
10033.999,-0.053,-0.699,9.806,-0.069,-0.065,-0.017,13.252,-20.477,-48.968,1
10168.986,-0.127,-0.632,10.022,0.05,-0.091,0.007,13.059,-21.037,-49.793,1
10305.029,-0.107,-0.689,9.853,-0.013,-0.052,-0.025,13.493,-20.631,-49.184,1
10440.996,-0.093,-0.737,9.969,0.016,-0.059,0.016,13.551,-20.068,-48.354,1
10577.032,-0.058,-0.677,9.917,0.04,-0.019,-0.024,13.141,-19.929,-49.039,1
10711.986,-0.061,-0.76,9.836,-0.03,-0.079,-0.023,12.876,-20.81,-49.25,1
10848.011,-0.082,-0.695,9.988,0.012,-0.082,0.027,13.937,-20.88,-49.176,1
10988.997,-0.068,-0.741,9.868,0.077,-0.014,-0.011,12.978,-21.26,-48.419,1
11125.01,-0.084,-0.607,9.882,0.031,-0.059,-0.025,13.734,-21.201,-48.446,1
11259.973,-0.025,-0.628,9.899,-0.0,-0.06,-0.002,13.375,-20.849,-49.454,1
11395.978,-0.08,-0.659,9.89,0.01,-0.01,0.012,13.449,-20.633,-49.145,1
11532.0,-0.019,-0.488,9.943,0.047,-0.0,-0.009,13.571,-21.64,-48.927,1
11666.999,-0.015,-0.585,9.906,0.008,-0.028,0.018,13.444,-21.386,-49.309,1
11802.963,-0.037,-0.548,9.991,-0.053,-0.045,0.012,13.217,-22.02,-48.936,1
11939.048,-0.038,-0.579,9.925,0.013,-0.05,-0.037,13.357,-21.467,-50.024,1
12079.947,-0.018,-0.505,9.923,0.005,-0.036,-0.033,13.692,-21.256,-48.867,1
12214.972,-0.035,-0.544,9.953,0.038,-0.046,0.024,13.36,-21.594,-49.549,1
12350.998,-0.049,-0.609,9.929,0.023,-0.026,-0.0,13.99,-21.053,-49.306,1
12487.025,-0.064,-0.596,9.959,0.051,-0.072,0.001,13.924,-21.862,-49.053,1
12623.02,-0.051,-0.588,9.839,0.012,-0.078,-0.026,13.762,-21.543,-48.857,1
12758.017,-0.025,-0.57,9.935,-0.028,-0.032,0.006,14.105,-21.139,-48.79,1
12894.012,-0.033,-0.656,9.904,-0.011,-0.06,0.02,14.004,-20.885,-47.707,1
13029.971,-0.046,-0.62,9.92,-0.018,-0.071,-0.008,13.806,-21.116,-49.682,1
13171.001,-0.073,-0.671,9.892,0.033,-0.047,-0.034,14.021,-20.933,-48.844,1
13307.009,-0.109,-0.633,9.881,0.008,-0.035,0.007,14.017,-20.534,-49.101,1
13443.014,-0.04,-0.623,9.896,0.013,0.006,0.017,14.377,-20.48,-49.016,1
13579.036,-0.178,-0.632,9.967,-0.002,-0.042,-0.019,14.802,-20.948,-49.002,1
13714.01,-0.123,-0.603,9.876,-0.015,-0.059,0.012,14.236,-20.876,-47.8,1
13850.004,-0.084,-0.591,9.93,0.018,-0.023,-0.009,14.421,-20.922,-48.424,1
13985.997,-0.043,-0.622,9.943,0.014,-0.034,-0.018,14.481,-21.169,-48.591,1
14122.028,-0.019,-0.609,9.798,0.03,-0.061,0.019,14.422,-21.798,-52.042,1
14257.042,-0.08,-0.54,9.91,0.044,-0.071,0.038,14.196,-20.724,-48.402,1
14398.978,-0.077,-0.54,9.91,-0.01,-0.06,-0.023,14.64,-21.567,-48.675,1
14535.027,-0.045,-0.551,9.888,-0.014,-0.032,-0.009,14.643,-20.938,-49.128,1
14670.003,-0.078,-0.573,9.934,0.019,-0.05,0.006,13.891,-21.658,-48.952,1
14806.021,-0.018,-0.56,9.876,-0.004,-0.058,0.002,14.611,-21.654,-50.036,1
14942.006,-0.03,-0.516,9.866,-0.01,-0.018,-0.013,14.612,-21.998,-49.483,1
15078.017,-0.021,-0.594,9.771,0.071,-0.081,0.016,14.076,-21.653,-49.625,1
15212.977,0.006,-0.558,9.953,0.052,-0.102,0.007,13.421,-21.748,-52.396,1
15348.993,0.006,-0.496,9.899,0.06,-0.061,0.034,13.222,-21.818,-49.793,1
15489.971,-0.029,-0.544,9.863,-0.013,-0.07,-0.01,13.347,-21.66,-49.075,1
15625.011,-0.008,-0.575,9.911,0.024,-0.044,-0.015,13.902,-21.802,-49.582,1
15760.992,-0.021,-0.556,9.888,0.028,-0.053,-0.026,13.754,-22.208,-49.351,1
15896.998,0.049,-0.544,9.896,0.005,-0.074,-0.008,12.834,-21.992,-49.942,1
16032.976,0.065,-0.55,9.82,0.026,-0.031,0.023,13.326,-22.228,-49.653,1
16168.008,0.098,-0.491,9.925,0.052,-0.009,0.012,13.331,-21.417,-49.913,1
16304.007,0.029,-0.527,9.908,0.035,-0.063,-0.01,13.065,-21.53,-50.001,1
16440.005,-0.027,-0.528,9.845,0.019,-0.06,0.002,13.33,-21.554,-49.661,1
16575.982,-0.019,-0.465,9.907,0.036,-0.025,-0.009,13.183,-21.729,-49.81,1
16716.027,-0.025,-0.398,9.957,0.021,-0.024,0.011,13.362,-21.972,-49.02,1
16851.996,0.0,-0.374,9.867,0.11,-0.07,-0.034,13.194,-21.945,-51.088,1
16988.01,-0.025,-0.198,9.96,0.119,-0.011,-0.019,12.938,-22.617,-50.151,1
17124.01,0.019,-0.262,9.818,0.047,-0.039,0.011,12.901,-22.445,-49.499,1
17259.018,0.044,-0.231,9.934,0.015,-0.004,-0.007,13.391,-21.942,-50.592,1
17394.993,0.059,-0.213,9.858,0.037,-0.067,-0.001,12.91,-22.73,-48.871,1
17531.007,0.093,-0.123,9.939,0.074,-0.056,-0.01,13.031,-22.664,-50.708,1
17666.011,0.113,-0.189,9.959,-0.029,-0.069,-0.048,12.676,-22.602,-50.369,1
17807.018,0.118,-0.226,9.915,-0.001,-0.077,-0.03,12.95,-22.686,-50.249,1
17943.017,0.054,-0.153,9.972,0.072,-0.047,-0.02,12.566,-22.621,-50.11,1
18078.996,0.107,-0.115,9.992,0.025,-0.025,-0.021,12.739,-23.411,-49.156,1
18214.018,0.082,-0.15,10.01,0.036,-0.001,-0.013,13.226,-23.322,-50.418,1
18350.008,0.105,-0.107,9.911,0.029,-0.015,-0.023,12.452,-23.883,-49.782,1
18486.005,0.048,-0.093,9.877,0.025,-0.023,-0.049,12.906,-23.865,-49.877,1
18626.988,0.093,-0.101,9.956,0.017,-0.034,0.005,12.314,-23.864,-51.321,1
18764.014,0.084,-0.08,9.982,0.037,-0.083,-0.028,13.06,-23.353,-50.446,1
18900.963,0.074,-0.098,9.858,0.017,-0.033,-0.003,12.752,-23.545,-50.547,1
19041.981,0.097,-0.025,9.952,0.05,-0.033,-0.019,13.251,-23.349,-49.75,1
19179.004,0.116,-0.05,9.955,-0.037,-0.035,-0.037,13.146,-24.227,-50.342,1
19315.975,0.099,-0.094,9.917,0.028,-0.068,-0.002,13.044,-24.167,-49.827,1
19453.047,0.115,-0.128,9.815,0.044,-0.071,0.022,12.227,-23.507,-48.45,1
19589.012,0.07,-0.124,9.939,-0.002,-0.055,-0.017,12.653,-23.206,-48.487,1
19725.96,0.137,-0.084,9.885,0.003,-0.058,0.005,12.623,-23.532,-50.225,1
19862.949,0.115,-0.116,9.952,-0.01,-0.085,-0.057,12.486,-23.453,-50.055,1
19999.992,0.152,-0.137,9.893,-0.016,-0.033,0.007,12.264,-23.379,-48.97,1
20141.994,0.118,-0.139,9.826,0.049,-0.041,0.022,13.14,-23.528,-49.168,1
20278.98,0.138,-0.14,9.846,0.037,-0.055,-0.015,12.662,-23.568,-50.19,1
20415.029,0.112,0.027,9.95,-0.007,-0.026,0.027,13.117,-23.889,-49.74,1
20549.972,0.121,-0.057,9.943,-0.012,-0.035,-0.008,12.438,-23.78,-49.233,1
20686.973,0.178,-0.053,9.95,0.036,0.007,-0.048,12.695,-24.101,-49.193,1
20823.013,0.157,-0.101,9.896,0.05,-0.061,-0.011,13.28,-24.071,-49.608,1
20959.04,0.047,-0.016,10.036,-0.011,0.003,-0.022,12.966,-23.843,-49.768,1
21108.012,0.171,-0.083,9.852,-0.021,-0.035,-0.024,12.396,-24.281,-49.583,1
21244.016,0.091,-0.107,9.907,-0.013,-0.047,-0.01,13.035,-23.966,-47.971,1
21421.997,0.095,-0.063,9.879,0.042,-0.05,0.014,13.008,-24.153,-49.448,1
21562.016,0.129,-0.057,9.902,0.006,-0.026,0.029,12.994,-23.702,-49.76,1
21701.999,0.182,0.038,10.03,0.012,-0.081,0.007,13.465,-24.284,-50.112,1
21840.994,0.111,-0.039,9.863,0.033,-0.022,0.065,12.728,-24.626,-48.909,1
21981.992,0.103,0.051,9.914,0.015,-0.089,0.015,13.799,-24.164,-49.422,1
22121.978,0.126,0.041,9.784,-0.013,-0.071,-0.01,13.305,-24.503,-50.054,1
22261.997,0.089,0.033,9.97,0.057,-0.053,0.002,13.482,-24.414,-50.025,1
22402.035,0.073,0.036,9.841,0.027,-0.026,0.015,13.463,-24.104,-49.153,1
22541.987,0.112,0.102,9.894,0.033,-0.025,-0.016,13.427,-23.838,-50.145,1
22687.985,0.108,0.086,9.957,0.009,-0.037,-0.011,13.67,-24.385,-48.985,1
22829.997,0.173,0.046,9.962,0.028,-0.051,0.026,13.951,-24.099,-48.806,1
22969.02,0.161,0.064,9.846,0.016,-0.077,0.026,12.928,-25.017,-48.984,1
23108.974,0.146,0.036,9.968,-0.021,-0.046,-0.008,13.773,-24.15,-48.464,1
23248.991,0.161,0.009,9.928,-0.015,-0.064,-0.007,13.566,-24.299,-48.874,1
23388.024,0.136,-0.003,9.941,0.008,-0.045,0.042,13.559,-24.148,-48.787,1
23528.018,0.219,0.028,9.95,-0.005,-0.043,-0.001,13.134,-24.342,-48.085,1
23667.01,0.185,0.028,9.905,0.039,-0.016,0.014,12.774,-24.301,-48.234,1
23812.998,0.114,-0.007,9.878,0.029,-0.058,-0.036,13.396,-24.12,-48.811,1
23953.003,0.129,-0.036,9.942,0.036,-0.048,-0.026,13.481,-23.839,-48.645,1
24091.981,0.17,-0.027,9.874,-0.015,-0.079,-0.017,12.048,-24.039,-47.41,1
24232.007,0.163,-0.026,9.894,0.025,-0.062,0.013,12.151,-24.192,-48.46,1
24372.009,0.256,-0.031,9.941,-0.007,-0.04,-0.054,12.549,-23.696,-47.17,1
24510.979,0.193,-0.079,9.905,-0.006,-0.049,-0.006,12.655,-23.832,-48.442,1
24650.98,0.245,-0.116,9.936,-0.0,-0.067,0.001,12.406,-23.918,-48.62,1
24791.01,0.253,-0.07,9.884,0.006,-0.066,-0.048,12.406,-23.475,-48.478,1
24930.023,0.197,-0.091,9.89,-0.006,-0.015,0.007,11.958,-23.275,-47.227,1
25075.998,0.199,-0.112,9.919,-0.009,-0.011,-0.013,12.432,-23.696,-48.072,1
25214.96,0.197,-0.126,9.904,0.034,-0.075,0.004,12.341,-22.681,-47.464,1
25354.99,0.208,-0.053,9.911,0.038,-0.038,-0.036,12.05,-23.161,-48.9,1
25494.962,0.243,-0.096,9.856,0.015,-0.037,0.011,12.455,-23.342,-49.068,1
25633.993,0.188,-0.094,9.939,0.033,-0.071,-0.017,12.861,-24.175,-47.793,1
25774.003,0.207,-0.049,9.866,0.028,-0.046,0.024,12.445,-22.961,-47.923,1
25913.995,0.203,-0.003,9.93,0.017,-0.06,0.007,12.246,-23.549,-48.688,1
26053.023,0.161,-0.065,9.985,-0.018,-0.047,-0.007,12.242,-23.351,-48.311,1
26198.983,0.165,-0.038,9.953,-0.005,-0.053,0.03,11.645,-23.479,-48.705,1
26338.028,0.171,-0.144,9.86,0.024,-0.044,0.052,11.94,-23.741,-48.373,1
26477.991,0.218,-0.059,9.896,-0.009,-0.06,-0.017,12.026,-23.562,-48.047,1
26618.026,0.225,-0.085,9.927,0.017,-0.071,-0.01,11.726,-23.933,-47.883,1
26757.009,0.162,-0.109,9.885,0.001,-0.042,0.003,12.189,-23.269,-47.147,1
26897.012,0.154,-0.083,9.909,0.003,-0.038,0.015,12.331,-24.114,-47.819,1
27036.989,0.178,-0.108,9.944,-0.045,-0.01,-0.015,12.553,-23.205,-46.761,1
27175.987,0.141,-0.105,9.978,-0.008,0.009,-0.016,12.231,-22.954,-47.829,1
27315.992,0.19,-0.142,9.917,-0.007,-0.044,0.024,12.516,-23.135,-47.991,1
27460.965,0.203,-0.134,9.951,-0.048,-0.005,0.013,12.134,-22.562,-47.521,1
27600.977,0.191,-0.222,9.914,0.0,-0.078,0.019,11.984,-22.623,-47.676,1
27740.943,0.191,-0.18,9.904,0.035,-0.055,0.0,11.816,-22.778,-48.226,1
27879.982,0.21,-0.101,9.941,0.03,-0.06,-0.005,12.177,-23.12,-47.992,1
28058.978,0.161,-0.13,9.897,0.019,-0.026,-0.014,11.618,-23.255,-47.795,1
28199.028,0.164,-0.124,9.934,0.047,0.021,0.009,11.941,-23.278,-48.431,1
28338.024,0.19,-0.188,9.937,0.001,-0.032,0.001,11.873,-23.231,-48.17,1
28484.969,0.17,-0.102,9.939,-0.014,-0.063,-0.005,12.065,-23.569,-47.772,1
28629.978,0.226,-0.081,9.94,-0.002,-0.042,0.008,11.004,-23.913,-47.909,1
28769.97,0.185,-0.16,9.845,0.039,-0.057,-0.0,11.805,-23.825,-47.586,1
28909.991,0.178,-0.13,9.95,-0.03,-0.063,-0.003,11.197,-23.901,-48.823,1
29049.009,0.134,-0.161,10.021,0.031,-0.046,-0.001,12.511,-23.646,-47.973,1
29189.005,0.208,-0.111,9.883,-0.012,-0.078,0.05,11.584,-23.813,-47.578,1
29329.027,0.188,-0.172,9.856,0.033,-0.067,-0.037,11.804,-23.5,-48.23,1
29468.042,0.214,-0.145,9.899,0.026,-0.062,0.011,11.78,-23.728,-47.507,1
29607.992,0.25,-0.076,9.959,0.01,-0.031,-0.003,11.606,-23.179,-48.46,1
29748.019,0.201,-0.13,9.893,0.057,-0.053,0.0,11.622,-23.547,-48.185,1
29893.015,0.188,-0.174,9.869,0.034,-0.064,-0.007,14.707,-23.747,-48.011,1
30033.03,0.202,-0.119,9.983,0.027,-0.047,0.042,10.953,-23.946,-48.774,1
30171.981,0.171,-0.105,9.926,0.039,-0.053,-0.029,11.575,-24.295,-49.721,1
30313.023,0.137,-0.153,9.83,0.011,-0.037,-0.009,11.728,-23.77,-48.587,1
30453.996,0.116,-0.132,9.866,0.019,-0.01,-0.007,11.252,-23.473,-49.598,1
30592.994,0.167,-0.154,9.989,0.04,-0.061,0.011,11.774,-23.471,-49.236,1
30732.983,0.193,-0.078,9.953,-0.004,-0.034,-0.009,12.537,-23.944,-49.776,1
30873.024,0.138,-0.181,9.925,0.013,0.004,0.008,11.94,-23.99,-49.338,1
31017.978,0.164,-0.04,9.971,-0.004,-0.051,0.042,11.732,-23.864,-49.647,1
31158.012,0.162,-0.142,9.958,-0.028,-0.014,-0.003,11.305,-23.598,-49.554,1
31296.953,0.17,-0.164,9.957,0.004,-0.017,0.005,11.128,-22.842,-49.302,1
31437.044,0.163,-0.175,9.967,-0.011,-0.041,-0.008,11.696,-23.189,-49.749,1
31576.989,0.158,-0.174,9.897,0.023,-0.035,-0.007,12.433,-23.648,-48.889,1
31715.993,0.174,-0.161,9.91,0.011,-0.079,0.01,11.469,-23.157,-49.368,1
31856.003,0.204,-0.143,9.966,0.018,-0.073,-0.008,11.342,-23.478,-50.17,1
31996.042,0.206,-0.207,9.966,-0.009,-0.044,-0.014,11.379,-23.742,-49.43,1
32134.981,0.188,-0.157,9.919,0.015,-0.057,-0.053,11.498,-22.829,-48.417,1
32280.984,0.221,-0.175,9.862,0.053,-0.04,-0.014,11.633,-23.075,-48.789,1
32419.978,0.169,-0.123,9.873,-0.014,-0.065,-0.006,11.141,-23.504,-48.99,1
32560.011,0.179,-0.144,9.898,0.048,-0.034,0.03,11.65,-23.502,-49.858,1
32700.016,0.266,-0.175,9.889,0.052,-0.032,-0.015,11.937,-23.735,-49.771,1
2785.025,0.168,-0.334,9.938,0.014,-0.074,-0.026,12.257,-21.397,-48.387,1
2922.015,0.367,-0.343,9.845,0.08,-0.03,-0.151,11.776,-21.526,-48.959,1
3059.994,0.148,-0.202,10.188,-0.02,-0.083,-0.016,12.601,-21.559,-48.708,1
3197.997,0.149,-0.171,10.474,-0.027,0.08,-0.005,13.113,-22.15,-49.447,1
3335.026,0.084,-0.397,10.055,-0.049,-0.034,-0.007,12.874,-21.604,-48.08,1
3473.015,0.207,-0.557,9.633,0.021,-0.046,-0.047,12.462,-21.731,-48.963,1
3611.025,-0.043,-0.536,9.759,-0.077,-0.119,-0.054,12.762,-21.547,-50.165,1
3748.966,0.309,-0.28,10.471,-0.029,-0.065,-0.043,12.116,-21.466,-49.865,1
3892.987,0.029,-0.478,9.656,0.04,-0.072,-0.021,11.788,-20.646,-50.733,1
4031.009,0.338,-0.441,9.857,0.067,-0.111,-0.04,11.772,-22.186,-49.195,1
4168.002,0.399,-0.108,9.393,-0.004,0.063,0.016,12.515,-22.34,-48.841,1
4304.98,0.332,-0.309,9.886,0.042,-0.113,0.049,12.233,-21.566,-49.709,1
4442.027,0.22,-0.359,10.072,-0.029,-0.046,0.043,11.625,-21.802,-48.634,1
4579.02,0.16,-0.406,9.847,-0.081,-0.06,0.041,11.852,-21.729,-49.685,1
4714.017,0.228,-0.501,9.981,0.109,0.021,-0.052,11.665,-21.476,-49.255,1
4850.054,0.084,-0.475,9.92,0.088,-0.033,0.015,12.97,-21.202,-49.594,1
4985.939,0.107,-0.538,9.741,0.108,-0.024,0.07,13.308,-21.459,-49.874,1
5126.004,-0.016,-0.285,10.067,0.115,-0.013,0.037,12.795,-22.743,-49.662,1
5261.941,0.016,-0.1,9.894,0.103,-0.061,0.001,12.301,-23.051,-49.359,1
5397.971,0.043,-0.253,9.721,-0.023,-0.017,0.058,13.494,-22.997,-48.737,1
5534.004,-0.034,-0.23,9.757,-0.085,-0.089,-0.02,12.78,-23.04,-49.199,1
5669.03,-0.07,-0.366,9.76,-0.144,-0.03,0.048,12.849,-22.014,-49.666,1
5805.001,-0.019,-0.385,9.857,0.085,-0.02,-0.042,13.641,-22.639,-49.952,1
5940.981,0.095,-0.382,9.813,-0.047,-0.08,-0.038,13.229,-21.822,-49.752,1
6076.999,0.081,-0.391,9.893,0.003,-0.064,0.003,13.288,-22.443,-49.006,1
6218.014,0.107,-0.396,9.962,-0.04,-0.055,0.023,12.287,-22.311,-48.572,1
6353.974,0.073,-0.424,9.974,-0.012,0.01,-0.038,12.396,-22.382,-49.332,1
6489.994,0.068,-0.432,9.936,-0.006,-0.029,0.017,12.427,-22.121,-48.975,1
6624.99,0.088,-0.465,9.936,-0.02,-0.006,-0.005,12.909,-22.025,-48.419,1
6760.977,0.076,-0.518,9.8,0.051,-0.065,0.046,13.065,-21.998,-48.507,1
6896.979,0.059,-0.394,9.954,0.007,-0.012,-0.001,13.374,-22.056,-49.52,1
7033.023,-0.003,-0.456,9.896,0.058,-0.037,0.002,13.582,-21.9,-49.62,1
7167.979,-0.048,-0.561,9.884,-0.005,-0.019,0.008,13.34,-21.95,-49.936,1
7304.017,0.018,-0.508,9.875,-0.023,-0.025,-0.0,13.88,-22.882,-50.085,1
7444.997,0.067,-0.521,9.854,0.089,-0.103,-0.026,13.426,-21.816,-48.896,1
7580.982,0.029,-0.461,9.794,-0.004,-0.048,-0.025,13.19,-22.425,-49.992,1
7716.034,-0.044,-0.377,9.91,-0.003,-0.015,-0.009,13.864,-22.255,-50.357,1
7851.969,-0.15,-0.485,9.768,0.059,-0.049,-0.008,13.774,-22.692,-49.872,1
7988.01,0.062,-0.379,9.964,-0.044,-0.062,-0.03,13.798,-22.177,-49.605,1
8124.006,0.048,-0.425,9.852,0.018,-0.051,-0.033,13.304,-22.218,-48.853,1
8258.98,-0.025,-0.396,9.915,-0.013,-0.064,0.0,13.813,-22.348,-50.316,1
8394.987,0.012,-0.478,9.855,-0.04,-0.056,-0.005,13.776,-22.408,-50.202,1
8531.011,-0.002,-0.456,9.878,0.023,-0.026,0.011,13.762,-22.954,-50.487,1
8671.037,-0.01,-0.413,9.945,0.019,-0.039,-0.008,13.067,-22.094,-50.102,1
8807.001,-0.029,-0.429,9.959,0.007,-0.083,-0.048,13.621,-22.541,-49.801,1
8942.977,0.038,-0.472,9.963,0.048,-0.074,-0.018,12.402,-21.857,-50.202,1
9079.02,-0.005,-0.432,9.915,0.02,-0.096,-0.039,12.757,-22.132,-49.259,1
9214.001,0.048,-0.446,9.85,0.032,-0.014,-0.023,12.213,-21.782,-49.512,1
9349.999,0.09,-0.439,9.999,-0.027,-0.072,-0.036,12.776,-21.719,-48.642,1
9486.036,0.094,-0.509,9.846,-0.049,-0.099,0.007,12.799,-21.275,-49.792,1
9622.008,0.084,-0.539,9.966,-0.029,-0.052,0.031,12.879,-21.296,-48.523,1
9761.984,0.03,-0.728,9.732,-0.042,-0.051,0.029,13.237,-21.222,-49.113,1
9897.985,-0.066,-0.609,10.006,-0.048,-0.03,0.014,13.3,-20.957,-49.587,1
10034.029,-0.037,-0.659,9.787,-0.0,-0.07,-0.005,13.266,-20.447,-48.947,1
10168.998,-0.077,-0.64,10.029,0.05,-0.034,-0.024,13.04,-21.081,-49.781,1
10304.985,-0.077,-0.668,9.874,-0.007,-0.061,-0.027,13.507,-20.638,-49.182,1
10440.988,-0.064,-0.692,9.958,0.001,-0.031,-0.013,13.582,-20.059,-48.36,1
10577.011,-0.097,-0.666,9.942,0.008,-0.017,0.037,13.166,-19.954,-49.041,1
10711.992,-0.056,-0.72,9.843,0.014,-0.065,0.017,12.942,-20.793,-49.261,1
10848.015,-0.111,-0.714,9.99,0.031,-0.092,0.014,13.922,-20.877,-49.2,1
10988.978,-0.083,-0.724,9.902,0.028,-0.046,-0.033,13.024,-21.278,-48.415,1
11125.011,-0.07,-0.615,9.876,0.014,-0.047,-0.027,13.766,-21.187,-48.482,1
11259.998,-0.052,-0.588,9.906,0.007,-0.028,0.003,13.412,-20.81,-49.463,1
11396.009,-0.064,-0.635,9.925,-0.026,-0.039,-0.041,13.431,-20.676,-49.113,1
11532.006,-0.039,-0.535,9.966,0.048,-0.03,-0.026,13.603,-21.638,-48.925,1
11666.996,-0.025,-0.501,9.899,0.041,-0.008,-0.023,13.441,-21.372,-49.336,1
11802.997,-0.082,-0.584,10.017,0.008,-0.046,-0.006,13.203,-22.023,-48.926,1
11938.977,-0.004,-0.514,9.938,-0.045,-0.047,0.009,13.374,-21.468,-50.014,1
12080.003,0.008,-0.527,9.861,-0.021,-0.048,0.007,13.764,-21.297,-48.849,1
12215.014,-0.024,-0.567,9.948,0.031,-0.021,-0.039,13.36,-21.599,-49.543,1
12351.024,-0.059,-0.595,9.891,0.027,-0.048,0.013,13.953,-20.997,-49.321,1
