timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,
6.81,-6.88,-5.89,-2.21,-0.95,0.13,-0.20,47.82,17.67,5.64
6.97,-7.03,-5.57,-3.55,-0.71,0.11,-0.31,46.19,16.63,10.95
7.13,-6.26,-5.87,-3.81,-0.81,0.06,-0.13,44.96,15.77,14.82
7.29,-5.58,-5.42,-4.72,-1.10,-0.27,-0.07,44.69,13.10,18.62
7.46,-5.37,-4.37,-5.44,-1.21,-0.79,-0.27,44.55,10.14,23.09
7.62,-7.32,-2.52,-5.02,-1.27,-0.51,0.05,47.14,5.39,23.31
7.78,-7.83,-0.85,-5.77,-1.19,-0.40,-0.21,49.39,-0.66,26.89
7.95,-7.76,-0.83,-5.19,-0.97,-0.72,-0.19,50.09,-4.09,27.20
8.12,-8.63,-0.01,-4.21,-0.85,-0.67,-0.12,52.88,-7.70,27.02
8.28,-8.01,0.52,-3.94,-0.65,-0.83,-0.22,56.12,-11.03,24.09
8.44,-9.98,0.25,-1.57,-0.71,-0.95,-0.23,58.81,-12.41,19.88
8.60,-9.01,0.22,-1.78,-0.46,-1.12,-0.54,61.74,-11.77,13.42
8.76,-8.63,-0.87,0.95,-0.24,-1.25,-0.79,63.78,-9.37,6.66
8.93,-9.84,-2.15,3.19,-0.18,-1.07,-0.41,63.69,-5.83,-2.37
9.10,-8.12,-2.15,4.39,-0.02,-1.00,-0.23,62.38,-3.65,-9.08
9.26,-7.83,-2.18,5.88,0.17,-0.91,-0.03,60.27,-2.28,-15.11
9.42,-5.91,-2.71,6.37,0.47,-0.85,-0.01,57.34,-1.89,-22.30
9.59,-6.28,-2.03,8.50,0.51,-0.67,0.72,55.32,-6.39,-28.12
9.75,-6.82,-0.53,8.14,0.23,-0.63,0.78,54.11,-11.31,-31.79
9.91,-4.49,0.40,8.78,0.26,-0.66,-0.09,51.04,-13.15,-34.51
10.07,-4.03,1.03,8.63,0.39,-1.13,-0.03,46.38,-14.35,-36.98
10.25,-3.39,0.81,9.55,0.54,-0.77,-0.69,41.04,-14.16,-39.26
10.41,-1.43,1.04,9.86,0.47,-0.70,-1.16,35.82,-12.76,-41.76
10.57,-0.31,1.92,9.89,0.62,-0.67,-1.57,29.33,-13.99,-42.97
10.73,-0.41,3.25,9.34,0.51,-0.64,-1.87,25.18,-15.78,-44.04
10.90,-0.15,3.14,9.98,0.77,-0.35,-1.72,21.97,-17.61,-42.72
11.06,-1.65,3.93,9.86,0.57,-0.54,-2.12,21.02,-21.19,-43.93
11.22,-1.48,4.61,10.24,0.70,0.13,-1.62,21.98,-24.95,-46.21
11.39,-4.81,4.38,9.42,0.26,0.43,-1.79,27.14,-26.92,-46.59
11.55,-3.34,2.58,8.52,0.19,0.57,-1.59,34.62,-25.33,-45.51
11.72,-6.08,1.75,7.72,-0.11,0.61,-1.09,40.63,-21.38,-43.98
11.88,-7.31,-0.33,8.09,-0.34,0.35,-1.16,45.28,-15.96,-43.86
12.04,-6.73,-0.96,5.87,-0.90,0.52,-1.02,48.00,-6.91,-40.19
12.20,-7.48,-3.29,5.42,-0.50,0.44,-0.80,49.25,2.21,-35.37
12.37,-7.10,-4.58,4.17,-0.55,0.36,-0.74,48.28,8.30,-30.96
12.54,-7.62,-5.99,3.92,-1.03,0.56,-0.51,47.47,14.97,-24.54
12.70,-5.92,-7.17,2.06,-1.31,0.41,-0.67,44.29,20.55,-14.41
12.86,-5.30,-7.47,-0.53,-1.38,0.40,-0.41,40.72,23.69,-3.60
13.02,-4.84,-7.27,-1.35,-1.56,-0.18,-0.45,38.69,23.03,7.64
13.19,-4.38,-5.80,-3.74,-1.56,-0.18,0.00,38.35,19.99,15.95
13.35,-6.34,-4.23,-5.48,-1.21,-0.05,0.22,39.49,14.41,22.20
13.51,-5.02,-3.75,-7.15,-1.15,-0.49,-0.33,39.43,10.57,27.08
13.68,-6.03,-3.02,-5.91,-1.17,-0.91,0.10,41.45,5.23,29.70
13.85,-8.31,-1.29,-5.39,-0.97,-0.78,0.29,46.58,-0.69,29.70
14.01,-8.50,-0.78,-5.40,-0.92,-0.76,0.05,49.94,-5.79,28.78
14.17,-7.38,-0.92,-3.77,-0.69,-0.92,-0.24,53.67,-6.91,24.98
14.33,-9.65,-1.23,-1.92,-0.82,-1.31,-0.29,58.33,-8.48,20.34
14.50,-7.83,-1.15,-0.52,-0.74,-1.87,-0.93,61.82,-5.63,11.33
14.66,-9.51,-2.02,2.07,-0.32,-1.83,-0.76,62.48,-3.16,1.21
14.84,-7.17,-3.65,6.27,-0.03,-1.75,-0.27,61.05,-1.08,-10.98
15.00,-6.45,-1.71,8.05,0.47,-1.41,1.09,58.35,-3.93,-20.59
15.16,-6.81,0.74,7.27,0.34,-1.11,0.54,56.18,-13.30,-28.22
15.32,-5.24,0.80,8.87,0.67,-1.00,-0.24,52.00,-16.03,-32.81
15.48,-4.87,1.03,9.86,0.82,-0.64,-0.65,47.49,-17.42,-36.28
15.65,-3.91,0.92,10.59,0.88,-0.60,-1.01,42.84,-17.82,-38.18
15.81,-2.45,0.91,10.23,0.23,-0.66,-1.05,37.97,-15.16,-40.12
15.98,-1.92,0.72,10.11,0.02,-0.53,-1.30,33.65,-12.28,-42.01
16.14,-1.92,0.56,9.79,0.19,-0.29,-0.67,31.44,-11.56,-42.53
16.31,-2.01,0.59,10.13,-0.32,-0.13,-0.74,29.20,-10.76,-42.46
16.47,-1.87,0.28,9.68,-0.39,0.01,-0.34,27.83,-7.98,-42.96
16.63,-1.34,0.20,8.98,-0.05,-0.07,-0.13,27.49,-5.85,-42.12
16.79,-1.48,0.30,9.86,0.06,-0.08,-0.05,27.48,-7.04,-42.50
16.96,-1.58,0.10,9.79,0.02,-0.15,0.04,27.17,-7.13,-42.27
17.13,-1.46,0.10,9.89,-0.02,-0.08,0.08,27.16,-7.15,-42.55
17.29,-1.49,-0.17,9.49,-0.24,-0.32,-0.36,26.26,-5.14,-42.43
17.45,-0.47,1.30,8.44,0.75,-0.70,-0.10,25.69,-9.87,-43.74
17.62,-1.81,-0.25,10.11,0.39,-0.33,0.26,28.19,-6.78,-42.84
17.78,-2.23,-0.19,10.05,0.73,-0.17,0.69,28.50,-6.96,-42.12
17.94,-1.61,-0.64,9.57,0.38,-0.55,-0.06,29.80,-4.40,-41.06
18.10,-1.88,-0.53,9.63,0.20,-0.39,-0.61,27.35,-3.76,-41.65
18.27,-1.85,-0.37,10.23,0.04,-0.31,-0.12,25.21,-3.76,-42.28
18.44,-1.77,0.52,9.52,0.34,0.40,-0.15,25.15,-5.23,-42.40
18.60,-1.57,0.03,9.31,0.50,-0.19,0.15,25.50,-7.54,-43.47
18.76,-1.27,0.66,9.31,0.07,-0.35,-0.07,24.79,-9.16,-43.82
