Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,label
8670.999,-0.017,-0.408,9.931,0.024,-0.018,-0.021,1
8807.013,0.015,-0.414,9.936,-0.01,-0.046,-0.014,1
8943.005,0.047,-0.485,9.939,0.032,-0.063,-0.019,1
9078.996,0.035,-0.433,9.92,0.017,-0.046,0.018,1
9213.986,0.019,-0.466,9.85,0.027,-0.04,0.001,1
9350.02,0.087,-0.452,10.007,-0.033,-0.023,0.026,1
9486.026,0.093,-0.529,9.862,0.028,-0.083,0.007,1
9622.0,0.067,-0.501,9.976,0.001,-0.041,0.029,1
9761.97,0.016,-0.737,9.733,-0.07,-0.048,0.011,1
9898.041,-0.051,-0.64,10.001,-0.028,-0.01,-0.02,1
10033.999,-0.053,-0.699,9.806,-0.069,-0.065,-0.017,1
10168.986,-0.127,-0.632,10.022,0.05,-0.091,0.007,1
10305.029,-0.107,-0.689,9.853,-0.013,-0.052,-0.025,1
10440.996,-0.093,-0.737,9.969,0.016,-0.059,0.016,1
10577.032,-0.058,-0.677,9.917,0.04,-0.019,-0.024,1
10711.986,-0.061,-0.76,9.836,-0.03,-0.079,-0.023,1
10848.011,-0.082,-0.695,9.988,0.012,-0.082,0.027,1
10988.997,-0.068,-0.741,9.868,0.077,-0.014,-0.011,1
11125.01,-0.084,-0.607,9.882,0.031,-0.059,-0.025,1
11259.973,-0.025,-0.628,9.899,-0.0,-0.06,-0.002,1
11395.978,-0.08,-0.659,9.89,0.01,-0.01,0.012,1
11532.0,-0.019,-0.488,9.943,0.047,-0.0,-0.009,1
11666.999,-0.015,-0.585,9.906,0.008,-0.028,0.018,1
11802.963,-0.037,-0.548,9.991,-0.053,-0.045,0.012,1
11939.048,-0.038,-0.579,9.925,0.013,-0.05,-0.037,1
12079.947,-0.018,-0.505,9.923,0.005,-0.036,-0.033,1
12214.972,-0.035,-0.544,9.953,0.038,-0.046,0.024,1
12350.998,-0.049,-0.609,9.929,0.023,-0.026,-0.0,1
12487.025,-0.064,-0.596,9.959,0.051,-0.072,0.001,1
12623.02,-0.051,-0.588,9.839,0.012,-0.078,-0.026,1
12758.017,-0.025,-0.57,9.935,-0.028,-0.032,0.006,1
12894.012,-0.033,-0.656,9.904,-0.011,-0.06,0.02,1
13029.971,-0.046,-0.62,9.92,-0.018,-0.071,-0.008,1
13171.001,-0.073,-0.671,9.892,0.033,-0.047,-0.034,1
13307.009,-0.109,-0.633,9.881,0.008,-0.035,0.007,1
13443.014,-0.04,-0.623,9.896,0.013,0.006,0.017,1
13579.036,-0.178,-0.632,9.967,-0.002,-0.042,-0.019,1
13714.01,-0.123,-0.603,9.876,-0.015,-0.059,0.012,1
13850.004,-0.084,-0.591,9.93,0.018,-0.023,-0.009,1
13985.997,-0.043,-0.622,9.943,0.014,-0.034,-0.018,1
14122.028,-0.019,-0.609,9.798,0.03,-0.061,0.019,1
14257.042,-0.08,-0.54,9.91,0.044,-0.071,0.038,1
14398.978,-0.077,-0.54,9.91,-0.01,-0.06,-0.023,1
14535.027,-0.045,-0.551,9.888,-0.014,-0.032,-0.009,1
14670.003,-0.078,-0.573,9.934,0.019,-0.05,0.006,1
14806.021,-0.018,-0.56,9.876,-0.004,-0.058,0.002,1
14942.006,-0.03,-0.516,9.866,-0.01,-0.018,-0.013,1
15078.017,-0.021,-0.594,9.771,0.071,-0.081,0.016,1
15212.977,0.006,-0.558,9.953,0.052,-0.102,0.007,1
15348.993,0.006,-0.496,9.899,0.06,-0.061,0.034,1
15489.971,-0.029,-0.544,9.863,-0.013,-0.07,-0.01,1
15625.011,-0.008,-0.575,9.911,0.024,-0.044,-0.015,1
15760.992,-0.021,-0.556,9.888,0.028,-0.053,-0.026,1
15896.998,0.049,-0.544,9.896,0.005,-0.074,-0.008,1
16032.976,0.065,-0.55,9.82,0.026,-0.031,0.023,1
16168.008,0.098,-0.491,9.925,0.052,-0.009,0.012,1
16304.007,0.029,-0.527,9.908,0.035,-0.063,-0.01,1
16440.005,-0.027,-0.528,9.845,0.019,-0.06,0.002,1
16575.982,-0.019,-0.465,9.907,0.036,-0.025,-0.009,1
16716.027,-0.025,-0.398,9.957,0.021,-0.024,0.011,1
16851.996,0.0,-0.374,9.867,0.11,-0.07,-0.034,1
16988.01,-0.025,-0.198,9.96,0.119,-0.011,-0.019,1
17124.01,0.019,-0.262,9.818,0.047,-0.039,0.011,1
17259.018,0.044,-0.231,9.934,0.015,-0.004,-0.007,1
17394.993,0.059,-0.213,9.858,0.037,-0.067,-0.001,1
17531.007,0.093,-0.123,9.939,0.074,-0.056,-0.01,1
17666.011,0.113,-0.189,9.959,-0.029,-0.069,-0.048,1
17807.018,0.118,-0.226,9.915,-0.001,-0.077,-0.03,1
17943.017,0.054,-0.153,9.972,0.072,-0.047,-0.02,1
18078.996,0.107,-0.115,9.992,0.025,-0.025,-0.021,1
18214.018,0.082,-0.15,10.01,0.036,-0.001,-0.013,1
18350.008,0.105,-0.107,9.911,0.029,-0.015,-0.023,1
18486.005,0.048,-0.093,9.877,0.025,-0.023,-0.049,1
18626.988,0.093,-0.101,9.956,0.017,-0.034,0.005,1
18764.014,0.084,-0.08,9.982,0.037,-0.083,-0.028,1
18900.963,0.074,-0.098,9.858,0.017,-0.033,-0.003,1
19041.981,0.097,-0.025,9.952,0.05,-0.033,-0.019,1
19179.004,0.116,-0.05,9.955,-0.037,-0.035,-0.037,1
19315.975,0.099,-0.094,9.917,0.028,-0.068,-0.002,1
19453.047,0.115,-0.128,9.815,0.044,-0.071,0.022,1
19589.012,0.07,-0.124,9.939,-0.002,-0.055,-0.017,1
19725.96,0.137,-0.084,9.885,0.003,-0.058,0.005,1
19862.949,0.115,-0.116,9.952,-0.01,-0.085,-0.057,1
19999.992,0.152,-0.137,9.893,-0.016,-0.033,0.007,1
20141.994,0.118,-0.139,9.826,0.049,-0.041,0.022,1
20278.98,0.138,-0.14,9.846,0.037,-0.055,-0.015,1
20415.029,0.112,0.027,9.95,-0.007,-0.026,0.027,1
20549.972,0.121,-0.057,9.943,-0.012,-0.035,-0.008,1
20686.973,0.178,-0.053,9.95,0.036,0.007,-0.048,1
20823.013,0.157,-0.101,9.896,0.05,-0.061,-0.011,1
20959.04,0.047,-0.016,10.036,-0.011,0.003,-0.022,1
21108.012,0.171,-0.083,9.852,-0.021,-0.035,-0.024,1
21244.016,0.091,-0.107,9.907,-0.013,-0.047,-0.01,1
21421.997,0.095,-0.063,9.879,0.042,-0.05,0.014,1
21562.016,0.129,-0.057,9.902,0.006,-0.026,0.029,1
21701.999,0.182,0.038,10.03,0.012,-0.081,0.007,1
21840.994,0.111,-0.039,9.863,0.033,-0.022,0.065,1
21981.992,0.103,0.051,9.914,0.015,-0.089,0.015,1
22121.978,0.126,0.041,9.784,-0.013,-0.071,-0.01,1
22261.997,0.089,0.033,9.97,0.057,-0.053,0.002,1
22402.035,0.073,0.036,9.841,0.027,-0.026,0.015,1
22541.987,0.112,0.102,9.894,0.033,-0.025,-0.016,1
22687.985,0.108,0.086,9.957,0.009,-0.037,-0.011,1
22829.997,0.173,0.046,9.962,0.028,-0.051,0.026,1
22969.02,0.161,0.064,9.846,0.016,-0.077,0.026,1
23108.974,0.146,0.036,9.968,-0.021,-0.046,-0.008,1
23248.991,0.161,0.009,9.928,-0.015,-0.064,-0.007,1
23388.024,0.136,-0.003,9.941,0.008,-0.045,0.042,1
23528.018,0.219,0.028,9.95,-0.005,-0.043,-0.001,1
23667.01,0.185,0.028,9.905,0.039,-0.016,0.014,1
23812.998,0.114,-0.007,9.878,0.029,-0.058,-0.036,1
23953.003,0.129,-0.036,9.942,0.036,-0.048,-0.026,1
24091.981,0.17,-0.027,9.874,-0.015,-0.079,-0.017,1
24232.007,0.163,-0.026,9.894,0.025,-0.062,0.013,1
24372.009,0.256,-0.031,9.941,-0.007,-0.04,-0.054,1
24510.979,0.193,-0.079,9.905,-0.006,-0.049,-0.006,1
24650.98,0.245,-0.116,9.936,-0.0,-0.067,0.001,1
24791.01,0.253,-0.07,9.884,0.006,-0.066,-0.048,1
24930.023,0.197,-0.091,9.89,-0.006,-0.015,0.007,1
25075.998,0.199,-0.112,9.919,-0.009,-0.011,-0.013,1
25214.96,0.197,-0.126,9.904,0.034,-0.075,0.004,1
25354.99,0.208,-0.053,9.911,0.038,-0.038,-0.036,1
25494.962,0.243,-0.096,9.856,0.015,-0.037,0.011,1
25633.993,0.188,-0.094,9.939,0.033,-0.071,-0.017,1
25774.003,0.207,-0.049,9.866,0.028,-0.046,0.024,1
25913.995,0.203,-0.003,9.93,0.017,-0.06,0.007,1
26053.023,0.161,-0.065,9.985,-0.018,-0.047,-0.007,1
26198.983,0.165,-0.038,9.953,-0.005,-0.053,0.03,1
26338.028,0.171,-0.144,9.86,0.024,-0.044,0.052,1
26477.991,0.218,-0.059,9.896,-0.009,-0.06,-0.017,1
26618.026,0.225,-0.085,9.927,0.017,-0.071,-0.01,1
26757.009,0.162,-0.109,9.885,0.001,-0.042,0.003,1
26897.012,0.154,-0.083,9.909,0.003,-0.038,0.015,1
27036.989,0.178,-0.108,9.944,-0.045,-0.01,-0.015,1
27175.987,0.141,-0.105,9.978,-0.008,0.009,-0.016,1
27315.992,0.19,-0.142,9.917,-0.007,-0.044,0.024,1
27460.965,0.203,-0.134,9.951,-0.048,-0.005,0.013,1
27600.977,0.191,-0.222,9.914,0.0,-0.078,0.019,1
27740.943,0.191,-0.18,9.904,0.035,-0.055,0.0,1
27879.982,0.21,-0.101,9.941,0.03,-0.06,-0.005,1
28058.978,0.161,-0.13,9.897,0.019,-0.026,-0.014,1
28199.028,0.164,-0.124,9.934,0.047,0.021,0.009,1
28338.024,0.19,-0.188,9.937,0.001,-0.032,0.001,1
28484.969,0.17,-0.102,9.939,-0.014,-0.063,-0.005,1
28629.978,0.226,-0.081,9.94,-0.002,-0.042,0.008,1
28769.97,0.185,-0.16,9.845,0.039,-0.057,-0.0,1
28909.991,0.178,-0.13,9.95,-0.03,-0.063,-0.003,1
29049.009,0.134,-0.161,10.021,0.031,-0.046,-0.001,1
29189.005,0.208,-0.111,9.883,-0.012,-0.078,0.05,1
29329.027,0.188,-0.172,9.856,0.033,-0.067,-0.037,1
29468.042,0.214,-0.145,9.899,0.026,-0.062,0.011,1
29607.992,0.25,-0.076,9.959,0.01,-0.031,-0.003,1
29748.019,0.201,-0.13,9.893,0.057,-0.053,0.0,1
29893.015,0.188,-0.174,9.869,0.034,-0.064,-0.007,1
30033.03,0.202,-0.119,9.983,0.027,-0.047,0.042,1
30171.981,0.171,-0.105,9.926,0.039,-0.053,-0.029,1
30313.023,0.137,-0.153,9.83,0.011,-0.037,-0.009,1
30453.996,0.116,-0.132,9.866,0.019,-0.01,-0.007,1
30592.994,0.167,-0.154,9.989,0.04,-0.061,0.011,1
30732.983,0.193,-0.078,9.953,-0.004,-0.034,-0.009,1
30873.024,0.138,-0.181,9.925,0.013,0.004,0.008,1
31017.978,0.164,-0.04,9.971,-0.004,-0.051,0.042,1
31158.012,0.162,-0.142,9.958,-0.028,-0.014,-0.003,1
31296.953,0.17,-0.164,9.957,0.004,-0.017,0.005,1
31437.044,0.163,-0.175,9.967,-0.011,-0.041,-0.008,1
31576.989,0.158,-0.174,9.897,0.023,-0.035,-0.007,1
31715.993,0.174,-0.161,9.91,0.011,-0.079,0.01,1
31856.003,0.204,-0.143,9.966,0.018,-0.073,-0.008,1
31996.042,0.206,-0.207,9.966,-0.009,-0.044,-0.014,1
32134.981,0.188,-0.157,9.919,0.015,-0.057,-0.053,1
32280.984,0.221,-0.175,9.862,0.053,-0.04,-0.014,1
32419.978,0.169,-0.123,9.873,-0.014,-0.065,-0.006,1
32560.011,0.179,-0.144,9.898,0.048,-0.034,0.03,1
32700.016,0.266,-0.175,9.889,0.052,-0.032,-0.015,1
2785.025,0.168,-0.334,9.938,0.014,-0.074,-0.026,1
2922.015,0.367,-0.343,9.845,0.08,-0.03,-0.151,1
3059.994,0.148,-0.202,10.188,-0.02,-0.083,-0.016,1
3197.997,0.149,-0.171,10.474,-0.027,0.08,-0.005,1
3335.026,0.084,-0.397,10.055,-0.049,-0.034,-0.007,1
3473.015,0.207,-0.557,9.633,0.021,-0.046,-0.047,1
3611.025,-0.043,-0.536,9.759,-0.077,-0.119,-0.054,1
3748.966,0.309,-0.28,10.471,-0.029,-0.065,-0.043,1
3892.987,0.029,-0.478,9.656,0.04,-0.072,-0.021,1
4031.009,0.338,-0.441,9.857,0.067,-0.111,-0.04,1
4168.002,0.399,-0.108,9.393,-0.004,0.063,0.016,1
4304.98,0.332,-0.309,9.886,0.042,-0.113,0.049,1
4442.027,0.22,-0.359,10.072,-0.029,-0.046,0.043,1
4579.02,0.16,-0.406,9.847,-0.081,-0.06,0.041,1
4714.017,0.228,-0.501,9.981,0.109,0.021,-0.052,1
4850.054,0.084,-0.475,9.92,0.088,-0.033,0.015,1
4985.939,0.107,-0.538,9.741,0.108,-0.024,0.07,1
5126.004,-0.016,-0.285,10.067,0.115,-0.013,0.037,1
5261.941,0.016,-0.1,9.894,0.103,-0.061,0.001,1
5397.971,0.043,-0.253,9.721,-0.023,-0.017,0.058,1
5534.004,-0.034,-0.23,9.757,-0.085,-0.089,-0.02,1
5669.03,-0.07,-0.366,9.76,-0.144,-0.03,0.048,1
5805.001,-0.019,-0.385,9.857,0.085,-0.02,-0.042,1
5940.981,0.095,-0.382,9.813,-0.047,-0.08,-0.038,1
6076.999,0.081,-0.391,9.893,0.003,-0.064,0.003,1
6218.014,0.107,-0.396,9.962,-0.04,-0.055,0.023,1
6353.974,0.073,-0.424,9.974,-0.012,0.01,-0.038,1
6489.994,0.068,-0.432,9.936,-0.006,-0.029,0.017,1
6624.99,0.088,-0.465,9.936,-0.02,-0.006,-0.005,1
6760.977,0.076,-0.518,9.8,0.051,-0.065,0.046,1
6896.979,0.059,-0.394,9.954,0.007,-0.012,-0.001,1
7033.023,-0.003,-0.456,9.896,0.058,-0.037,0.002,1
7167.979,-0.048,-0.561,9.884,-0.005,-0.019,0.008,1
7304.017,0.018,-0.508,9.875,-0.023,-0.025,-0.0,1
7444.997,0.067,-0.521,9.854,0.089,-0.103,-0.026,1
7580.982,0.029,-0.461,9.794,-0.004,-0.048,-0.025,1
7716.034,-0.044,-0.377,9.91,-0.003,-0.015,-0.009,1
7851.969,-0.15,-0.485,9.768,0.059,-0.049,-0.008,1
7988.01,0.062,-0.379,9.964,-0.044,-0.062,-0.03,1
8124.006,0.048,-0.425,9.852,0.018,-0.051,-0.033,1
8258.98,-0.025,-0.396,9.915,-0.013,-0.064,0.0,1
8394.987,0.012,-0.478,9.855,-0.04,-0.056,-0.005,1
8531.011,-0.002,-0.456,9.878,0.023,-0.026,0.011,1
8671.037,-0.01,-0.413,9.945,0.019,-0.039,-0.008,1
8807.001,-0.029,-0.429,9.959,0.007,-0.083,-0.048,1
8942.977,0.038,-0.472,9.963,0.048,-0.074,-0.018,1
9079.02,-0.005,-0.432,9.915,0.02,-0.096,-0.039,1
9214.001,0.048,-0.446,9.85,0.032,-0.014,-0.023,1
9349.999,0.09,-0.439,9.999,-0.027,-0.072,-0.036,1
9486.036,0.094,-0.509,9.846,-0.049,-0.099,0.007,1
9622.008,0.084,-0.539,9.966,-0.029,-0.052,0.031,1
9761.984,0.03,-0.728,9.732,-0.042,-0.051,0.029,1
9897.985,-0.066,-0.609,10.006,-0.048,-0.03,0.014,1
10034.029,-0.037,-0.659,9.787,-0.0,-0.07,-0.005,1
10168.998,-0.077,-0.64,10.029,0.05,-0.034,-0.024,1
10304.985,-0.077,-0.668,9.874,-0.007,-0.061,-0.027,1
10440.988,-0.064,-0.692,9.958,0.001,-0.031,-0.013,1
10577.011,-0.097,-0.666,9.942,0.008,-0.017,0.037,1
10711.992,-0.056,-0.72,9.843,0.014,-0.065,0.017,1
10848.015,-0.111,-0.714,9.99,0.031,-0.092,0.014,1
10988.978,-0.083,-0.724,9.902,0.028,-0.046,-0.033,1
11125.011,-0.07,-0.615,9.876,0.014,-0.047,-0.027,1
11259.998,-0.052,-0.588,9.906,0.007,-0.028,0.003,1
11396.009,-0.064,-0.635,9.925,-0.026,-0.039,-0.041,1
11532.006,-0.039,-0.535,9.966,0.048,-0.03,-0.026,1
11666.996,-0.025,-0.501,9.899,0.041,-0.008,-0.023,1
11802.997,-0.082,-0.584,10.017,0.008,-0.046,-0.006,1
11938.977,-0.004,-0.514,9.938,-0.045,-0.047,0.009,1
12080.003,0.008,-0.527,9.861,-0.021,-0.048,0.007,1
12215.014,-0.024,-0.567,9.948,0.031,-0.021,-0.039,1
12351.024,-0.059,-0.595,9.891,0.027,-0.048,0.013,1
12487.011,-0.038,-0.592,9.994,0.011,-0.08,0.043,1
12622.972,-0.021,-0.59,9.815,0.042,-0.029,0.023,1
12758.02,-0.024,-0.605,9.924,0.021,-0.031,-0.006,1
12893.998,-0.019,-0.632,9.878,0.001,-0.053,-0.006,1
13029.991,-0.079,-0.589,9.899,-0.027,0.01,-0.047,1
13170.987,-0.022,-0.671,9.898,0.054,-0.065,-0.003,1
13306.998,-0.097,-0.713,9.875,0.03,-0.055,-0.01,1
13442.989,-0.112,-0.649,9.853,0.015,-0.025,0.01,1
13578.993,-0.185,-0.591,9.942,0.02,-0.002,0.037,1
13713.966,-0.065,-0.612,9.832,-0.016,-0.058,0.044,1
13850.008,-0.05,-0.551,9.926,0.005,-0.066,-0.016,1
13985.976,-0.114,-0.635,9.921,-0.016,-0.027,0.017,1
14121.971,-0.004,-0.596,9.782,0.036,-0.099,0.009,1
14257.001,-0.043,-0.508,9.88,0.018,-0.034,0.002,1
14399.019,-0.032,-0.514,9.897,0.002,-0.045,0.021,1
14534.979,-0.046,-0.534,9.903,-0.017,-0.032,-0.037,1
14669.99,-0.039,-0.551,9.918,0.006,-0.04,-0.062,1
14805.978,-0.065,-0.559,9.903,0.007,-0.05,0.002,1
14942.003,-0.011,-0.578,9.918,0.004,-0.063,-0.011,1
15078.013,0.013,-0.577,9.833,0.035,-0.067,-0.025,1
15213.009,0.036,-0.536,9.939,0.016,-0.082,0.038,1
15349.036,-0.009,-0.52,9.908,0.067,-0.008,-0.03,1
15489.97,-0.03,-0.532,9.89,0.001,-0.087,0.04,1
15624.995,-0.029,-0.541,9.909,0.034,-0.068,0.003,1
15760.956,-0.03,-0.542,9.875,0.039,-0.021,0.026,1
15896.995,-0.01,-0.547,9.908,-0.04,-0.1,0.015,1
16033.013,0.033,-0.525,9.871,0.02,-0.037,0.02,1
16168.029,0.028,-0.475,9.917,0.036,-0.066,-0.024,1
16303.982,0.007,-0.503,9.901,0.004,-0.011,0.016,1
16440.005,0.001,-0.501,9.864,0.047,-0.043,-0.034,1
16575.97,-0.002,-0.511,9.927,0.02,-0.038,0.035,1
16715.99,0.022,-0.413,9.939,0.05,-0.043,-0.026,1
16851.975,-0.059,-0.434,9.872,0.092,-0.086,-0.015,1
16988.019,0.03,-0.214,9.952,0.114,-0.029,-0.007,1
17123.998,0.037,-0.268,9.798,0.057,-0.1,0.006,1
17259.006,0.014,-0.266,9.927,0.068,-0.041,-0.001,1
17394.977,0.056,-0.258,9.91,0.049,-0.051,0.007,1
17531.004,0.096,-0.117,9.92,0.064,-0.067,-0.025,1
17666.021,0.097,-0.184,9.963,-0.043,-0.046,-0.017,1
17807.029,0.137,-0.194,9.893,0.026,-0.03,-0.027,1
17942.949,0.042,-0.146,9.969,0.042,-0.022,-0.027,1
18079.004,0.127,-0.068,9.988,0.046,-0.05,0.013,1
18213.992,0.072,-0.153,9.979,-0.012,-0.01,-0.023,1
18350.009,0.089,-0.128,9.916,0.023,-0.018,-0.022,1
18485.96,0.06,-0.099,9.907,0.033,-0.035,-0.024,1
18626.99,0.068,-0.079,9.952,-0.008,-0.052,-0.042,1
18763.991,0.085,-0.082,10.007,0.019,-0.038,-0.014,1
18900.983,0.076,-0.068,9.891,0.026,-0.001,-0.033,1
19041.98,0.053,-0.076,9.941,0.058,-0.026,-0.012,1
19178.993,0.118,-0.01,9.93,0.03,-0.017,-0.038,1
19315.979,0.096,-0.092,9.885,-0.018,0.002,-0.0,1
19453.015,0.092,-0.133,9.829,-0.005,-0.024,-0.015,1
19588.969,0.09,-0.093,9.895,-0.013,-0.07,-0.007,1
19725.987,0.173,-0.08,9.879,-0.045,-0.01,-0.003,1
19863.008,0.131,-0.102,9.926,-0.033,-0.081,-0.027,1
20000.007,0.092,-0.138,9.851,-0.0,-0.073,-0.029,1
20141.968,0.139,-0.19,9.78,0.027,-0.044,0.011,1
20278.994,0.145,-0.074,9.863,0.086,-0.063,0.021,1
20414.992,0.127,-0.022,9.959,0.025,-0.063,-0.005,1
20549.991,0.113,-0.007,9.93,0.014,-0.041,0.0,1
20686.983,0.148,0.003,9.941,-0.026,-0.024,0.003,1
20822.979,0.151,-0.08,9.896,0.031,-0.025,0.023,1
20959.053,0.086,-0.013,10.017,0.009,-0.055,-0.028,1
21108.014,0.114,-0.068,9.893,-0.039,-0.009,0.023,1
21243.994,0.122,-0.131,9.924,0.045,-0.033,-0.003,1
21422.021,0.178,-0.079,9.858,-0.007,-0.047,-0.015,1
21561.994,0.107,-0.037,9.905,0.011,-0.066,-0.009,1
21701.976,0.175,0.06,9.992,0.045,-0.026,0.043,1
21841.007,0.097,-0.046,9.917,0.034,-0.017,0.011,1
21981.992,0.08,0.036,9.966,0.008,-0.043,-0.026,1
22122.01,0.111,0.041,9.825,0.006,-0.082,0.012,1
22261.946,0.09,0.051,9.981,0.013,-0.035,-0.02,1
22402.001,0.059,0.081,9.898,0.032,-0.044,0.013,1
22541.994,0.115,0.098,9.9,0.006,0.003,-0.019,1
22687.985,0.104,0.036,9.935,-0.014,-0.022,-0.067,1
22830.022,0.154,0.08,9.959,0.011,-0.013,-0.009,1
22969.047,0.142,0.069,9.869,0.024,-0.036,-0.017,1
23109.026,0.136,0.019,9.981,-0.021,-0.025,-0.005,1
23248.993,0.152,0.005,9.925,0.008,-0.054,-0.018,1
23388.033,0.127,-0.033,9.945,0.026,-0.044,0.032,1
23528.018,0.19,-0.056,9.931,0.024,-0.051,-0.025,1
23666.998,0.163,0.021,9.884,0.019,-0.025,0.005,1
23812.991,0.157,0.002,9.912,-0.019,-0.042,-0.029,1
23953.015,0.127,-0.012,9.938,0.006,-0.073,-0.028,1
24091.967,0.186,-0.057,9.913,-0.001,-0.093,0.018,1
24231.977,0.166,-0.083,9.868,0.004,-0.037,-0.045,1
24372.024,0.233,-0.041,9.959,-0.017,-0.062,-0.018,1
24510.994,0.207,-0.077,9.89,-0.003,-0.032,-0.036,1
24650.974,0.23,-0.069,9.958,0.011,-0.054,0.015,1
24790.97,0.221,-0.102,9.921,0.029,-0.075,-0.019,1
24929.981,0.214,-0.101,9.926,0.023,-0.022,-0.027,1
25075.971,0.203,-0.136,9.933,0.01,-0.05,0.005,1
25214.976,0.231,-0.127,9.895,-0.008,-0.036,-0.01,1
25354.981,0.18,-0.049,9.908,-0.001,0.02,-0.002,1
25494.952,0.178,-0.115,9.83,0.003,-0.051,0.005,1
25633.997,0.174,-0.105,9.958,0.043,-0.053,0.022,1
25773.937,0.249,-0.056,9.893,0.017,-0.019,0.01,1
25913.973,0.211,-0.034,9.933,0.019,-0.016,-0.033,1
26053.022,0.207,-0.027,9.979,0.026,-0.009,-0.005,1
26199.02,0.193,-0.066,9.974,0.024,-0.056,-0.003,1
26338.022,0.231,-0.16,9.847,0.044,-0.049,-0.003,1
26477.965,0.244,-0.071,9.863,0.022,-0.033,0.001,1
26618.052,0.192,-0.078,9.908,-0.036,-0.03,0.009,1
26756.987,0.217,-0.122,9.942,0.004,-0.032,-0.005,1
26896.99,0.207,-0.12,9.927,-0.027,-0.049,0.001,1
27036.991,0.178,-0.09,9.95,-0.043,-0.051,-0.041,1
27176.002,0.174,-0.117,9.942,-0.011,-0.017,-0.018,1
27316.014,0.205,-0.145,9.925,0.002,-0.024,0.001,1
27461.026,0.149,-0.136,9.951,-0.044,-0.076,-0.006,1
27600.974,0.196,-0.201,9.914,-0.029,-0.035,-0.052,1
27740.951,0.197,-0.22,9.877,0.034,-0.034,0.004,1
27879.999,0.22,-0.14,9.934,-0.03,-0.054,-0.032,1
28059.03,0.188,-0.12,9.903,0.075,-0.017,-0.007,1
28198.996,0.163,-0.127,9.946,-0.029,-0.007,-0.035,1
28338.027,0.144,-0.197,9.944,0.049,-0.016,-0.016,1
28484.977,0.186,-0.093,9.919,0.026,-0.045,0.003,1
28630.017,0.191,-0.152,9.888,0.001,-0.044,0.0,1
28770.007,0.197,-0.212,9.895,0.018,-0.026,-0.006,1
28910.015,0.163,-0.127,10.004,0.032,-0.026,0.013,1
29048.99,0.147,-0.164,10.0,0.025,-0.053,0.02,1
