timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,
7.26,0.35,0.36,9.71,0.19,-0.09,0.07,31.88,-21.89,-41.99
7.43,0.34,0.67,9.97,-0.05,-0.09,-0.04,31.53,-22.65,-40.57
7.59,0.88,1.22,9.78,0.58,0.08,-0.25,30.27,-23.75,-41.38
7.75,0.64,1.03,9.60,-0.00,-0.03,-0.24,30.66,-24.25,-41.84
7.91,0.57,0.28,9.46,-0.02,-0.12,-0.40,31.92,-22.73,-40.81
8.09,0.25,0.84,9.90,-0.14,0.15,0.19,33.69,-21.91,-39.24
8.25,-0.08,0.85,10.41,-0.41,0.18,0.10,34.93,-20.27,-38.98
8.41,-0.49,-0.54,10.37,-0.26,0.22,0.30,36.70,-17.41,-37.58
8.57,0.06,-0.92,9.32,0.28,-0.16,0.01,37.01,-17.76,-36.23
8.74,-0.04,-0.66,9.73,0.06,0.00,0.25,38.37,-19.10,-35.22
8.90,-0.14,0.00,9.95,0.04,0.07,0.04,38.61,-20.80,-34.90
9.06,-0.26,-0.26,9.80,-0.08,0.02,0.18,38.83,-20.97,-34.26
9.23,0.05,-0.45,9.52,0.02,-0.13,0.02,38.57,-21.60,-34.46
9.40,-0.36,-0.64,10.08,-0.09,-0.03,0.18,39.02,-22.11,-34.30
9.56,-0.28,-0.27,9.84,0.18,0.07,0.05,39.26,-23.28,-34.00
9.72,-0.64,-0.32,9.95,0.04,-0.09,0.05,39.90,-23.55,-33.13
9.88,-0.61,-0.19,10.10,0.18,-0.35,-0.07,39.30,-23.88,-32.68
10.04,0.14,-0.04,9.74,0.07,-0.23,0.10,38.31,-24.67,-32.78
10.21,0.62,0.12,9.66,0.11,-0.33,0.01,36.93,-25.39,-33.67
10.38,0.28,0.26,10.09,0.03,0.05,0.06,36.52,-25.65,-31.83
10.54,0.48,0.24,9.92,0.05,0.10,0.06,37.37,-26.48,-30.77
10.70,0.38,0.09,9.90,-0.16,0.16,0.11,37.47,-26.37,-29.82
10.87,0.27,-0.47,10.19,-0.47,-0.21,0.09,37.34,-25.14,-29.00
11.03,0.43,-0.62,10.30,-0.23,0.04,0.11,37.14,-24.14,-30.12
11.19,-0.38,-0.38,10.35,0.10,0.32,0.39,36.52,-23.79,-28.56
11.35,-1.09,-1.19,10.12,0.27,0.08,0.13,37.23,-21.81,-27.86
11.52,-0.20,-0.22,9.62,0.47,-0.19,0.20,35.56,-22.52,-27.65
11.69,0.08,-0.59,9.91,-0.44,0.18,0.02,35.00,-21.15,-28.24
11.85,-0.97,-0.75,10.31,-0.18,0.19,0.08,35.90,-18.46,-29.68
12.01,-0.51,-1.46,9.86,-0.02,-0.29,-0.16,34.92,-17.00,-31.56
12.17,-0.53,-0.92,10.01,0.31,-0.08,0.26,33.21,-16.24,-35.24
12.34,-0.49,-0.24,9.78,0.14,0.01,-0.09,32.52,-18.91,-38.22
12.50,-0.99,-0.12,9.99,-0.22,0.35,-0.11,33.66,-19.31,-40.57
12.67,-0.73,-0.38,9.78,0.51,-0.51,-0.26,33.89,-21.84,-43.32
12.83,-0.42,1.76,9.82,0.36,0.06,0.14,32.65,-26.38,-45.02
13.00,-0.75,0.60,10.35,-0.15,-0.05,0.17,34.11,-28.12,-43.99
13.16,-0.09,1.55,10.51,-0.03,-0.19,-0.06,33.29,-28.69,-44.71
13.32,0.77,2.05,9.06,0.65,-0.86,-0.30,31.96,-31.13,-45.82
13.48,1.07,1.23,8.94,-0.04,-0.48,-0.04,27.65,-31.99,-46.07
13.65,0.85,1.95,10.32,-0.34,0.59,0.10,28.72,-31.22,-46.21
13.82,0.98,1.44,9.63,-0.43,0.62,0.45,31.76,-29.58,-46.19
13.98,-0.52,0.92,9.45,0.60,-0.47,0.57,29.96,-29.82,-46.29
14.14,-0.28,0.56,8.62,-0.28,0.27,0.67,32.52,-30.30,-46.14
14.31,-1.10,0.38,9.02,-0.38,0.31,0.29,34.49,-28.75,-41.46
14.47,-0.91,0.73,9.49,0.16,0.21,0.19,35.38,-30.36,-43.92
14.63,-0.76,1.45,9.61,0.19,-0.16,-0.39,33.59,-33.10,-43.16
14.79,-0.95,0.80,9.56,-0.64,0.12,-0.33,33.53,-32.15,-44.31
14.96,-0.81,1.45,8.98,-0.43,0.06,0.34,32.36,-31.50,-45.60
15.13,-0.44,0.71,9.77,-0.22,0.50,0.08,34.00,-28.43,-45.72
15.29,-0.77,1.36,10.22,0.09,-0.45,-0.05,32.17,-31.58,-46.27
15.45,0.05,1.14,9.36,0.81,-0.37,-0.53,30.82,-32.96,-45.91
15.61,0.86,0.90,9.68,-0.43,-0.17,-0.19,30.09,-30.30,-47.57
15.78,0.31,1.33,9.53,-0.21,-0.26,-0.06,30.42,-27.19,-47.54
15.94,0.10,-0.89,10.04,-0.49,0.36,-0.16,31.32,-23.66,-47.82
16.11,-0.36,-0.48,9.10,-0.68,0.05,-0.58,32.58,-19.44,-47.38
16.27,-0.36,-1.78,9.60,0.02,0.12,-0.38,34.42,-15.74,-47.09
16.43,-0.21,-1.27,9.38,-0.38,0.30,-0.22,35.68,-14.60,-47.03
16.60,-0.84,-2.29,9.25,-0.18,0.35,-0.01,38.44,-12.34,-45.86
16.76,-1.63,-3.23,8.30,-0.48,-0.08,-0.01,37.84,-9.88,-44.87
16.92,-2.16,-3.43,9.02,0.16,-0.24,-0.22,39.42,-6.77,-44.04
17.08,-1.98,-3.36,9.51,-0.28,-0.09,-0.17,38.82,-4.98,-43.67
17.26,-0.05,-2.73,9.99,0.81,-1.38,-0.25,36.28,-9.84,-46.05
17.42,0.04,-2.96,9.05,-0.03,-0.25,-0.13,33.27,-8.64,-46.19
17.58,0.62,-1.94,9.16,0.67,-0.62,-0.64,31.77,-10.25,-46.39
17.74,1.40,-1.25,10.06,0.14,-0.01,-0.03,29.63,-12.60,-46.64
17.91,0.83,-0.34,9.94,0.31,-0.44,-0.78,29.04,-16.72,-46.35
18.07,0.77,-0.84,10.44,-0.43,-0.03,-0.20,29.13,-15.51,-44.81
18.23,1.84,-0.55,10.55,0.87,0.55,1.47,29.10,-13.39,-43.36
18.40,0.29,1.80,9.97,-0.11,-0.04,0.56,34.30,-19.73,-41.89
18.56,0.16,-0.50,10.06,-0.34,0.04,0.31,34.11,-18.42,-40.87
18.73,0.26,-0.85,9.54,0.39,0.03,0.77,35.57,-18.17,-40.78
18.89,-0.10,-0.87,9.88,0.25,-0.08,0.29,35.66,-19.12,-39.42
19.05,0.11,-1.10,10.43,-0.43,0.23,0.07,36.69,-19.42,-39.29
19.21,-0.09,-1.36,9.78,0.10,0.21,0.41,37.30,-20.90,-37.46
19.38,-0.70,-0.71,10.07,0.15,0.03,-0.02,38.61,-21.13,-36.32
19.55,-0.29,-0.51,9.79,0.40,-0.06,-0.16,38.06,-23.72,-34.77
19.71,-0.88,0.03,10.15,-0.23,0.11,0.21,39.18,-23.18,-35.12
19.87,-1.18,-0.60,10.07,-0.04,0.04,0.05,39.48,-22.54,-33.41
20.03,-1.03,-1.21,9.98,0.15,0.07,0.25,40.59,-22.51,-33.56
20.20,-1.30,0.02,9.78,0.06,-0.21,-0.24,39.99,-24.33,-31.89
20.36,-0.42,-1.09,10.36,-0.13,0.04,-0.39,39.96,-24.00,-32.01
20.52,-0.75,-0.47,10.18,0.20,-0.01,0.13,40.24,-24.99,-30.42
20.69,-0.52,-0.14,10.01,-0.09,-0.11,0.06,39.13,-26.02,-29.42
20.86,0.28,0.10,10.26,0.22,-0.14,0.20,37.07,-25.68,-29.35
21.02,0.18,-1.11,10.01,-0.11,0.06,0.17,36.07,-24.48,-27.71
21.18,-0.43,-0.54,9.94,0.01,-0.05,-0.18,35.59,-22.87,-29.66
21.34,-1.23,0.26,9.90,0.17,0.21,0.09,35.08,-21.84,-30.43
21.50,-0.62,1.04,9.50,0.65,-0.45,-0.02,33.03,-23.53,-33.88
21.67,0.22,2.12,9.37,0.26,-0.29,-0.18,30.04,-26.03,-37.09
21.84,-0.15,0.95,9.58,-0.23,0.32,0.08,31.01,-26.18,-39.83
22.00,-0.37,1.10,8.59,0.20,0.04,0.26,32.34,-26.62,-41.33
22.17,-0.68,2.62,9.96,0.02,0.02,0.05,32.94,-27.93,-41.70
22.33,-1.25,1.21,9.91,-0.27,0.31,-0.43,35.79,-26.95,-42.96
22.49,-1.70,0.80,9.57,0.12,-0.02,-0.00,38.10,-26.60,-42.56
22.65,-0.31,0.40,9.54,-0.07,-0.12,0.16,38.12,-27.14,-43.69
22.81,-1.31,1.18,9.51,-0.27,0.47,0.18,39.62,-27.14,-42.43
22.99,-2.34,1.23,9.72,0.28,-0.11,0.01,42.03,-28.88,-41.65
23.15,-2.80,0.66,9.72,-0.20,-0.43,0.71,40.56,-29.57,-41.35
23.31,-1.30,1.24,8.40,0.31,-0.06,0.28,38.41,-28.78,-43.32
23.48,-0.84,1.21,9.70,0.28,-0.33,-0.04,37.72,-31.86,-42.43
23.64,-1.03,1.30,8.64,-0.04,-0.10,0.31,35.68,-32.94,-43.19
23.80,-0.67,1.20,9.07,-0.59,0.38,-0.06,35.30,-32.14,-43.44
23.96,-1.95,-0.31,9.54,-0.92,0.53,-0.10,37.65,-27.36,-44.34
24.13,-1.75,-0.80,9.78,-0.03,0.08,0.12,37.55,-27.86,-44.15
24.30,-1.40,0.31,10.43,0.35,-0.36,-0.54,36.28,-29.19,-43.96
24.46,-1.23,0.42,10.02,0.24,-0.27,-0.40,34.29,-30.24,-44.55
24.62,-0.31,0.84,10.60,-0.27,-0.22,0.35,33.86,-29.52,-44.68
24.78,-0.80,0.14,9.69,0.03,-0.03,-0.17,32.80,-29.48,-45.89
24.95,-0.73,0.78,8.79,-0.05,0.47,-0.43,34.33,-30.24,-45.09
25.11,-2.59,-0.43,9.57,-0.16,0.37,-0.67,36.89,-25.15,-44.90
25.28,-2.02,1.69,9.31,-0.36,-0.76,-0.21,36.73,-29.17,-44.55
25.44,-0.11,0.49,10.29,0.30,-0.47,-0.71,33.54,-29.03,-45.45
25.60,-0.43,1.20,9.08,0.00,0.06,-0.34,32.72,-27.36,-47.06
25.77,-1.02,0.32,9.82,-0.79,0.51,-0.57,33.91,-23.94,-46.55
25.93,-0.13,-0.22,8.17,-0.29,0.41,-0.39,37.17,-17.01,-45.00
26.09,-0.90,-0.86,11.22,0.47,0.19,-1.02,36.32,-17.25,-46.42
26.26,0.25,-1.43,9.57,0.11,0.28,0.70,33.84,-17.63,-46.07
26.44,-1.20,0.43,9.67,-0.31,-0.21,-0.09,35.81,-17.76,-44.99
26.60,-2.58,-0.37,9.32,0.64,0.29,0.12,37.62,-19.77,-44.18
26.76,-0.73,0.70,10.40,-0.55,-0.03,0.55,39.02,-19.48,-42.82
26.93,-1.16,-1.07,9.98,0.01,-0.33,0.06,37.47,-19.69,-43.19
27.09,-0.70,-0.38,9.68,0.16,-0.25,0.15,36.93,-19.82,-42.47
27.25,-0.25,0.37,10.13,-0.13,-0.12,-0.07,36.19,-19.82,-41.80
27.42,-0.87,-0.78,9.75,0.08,-0.02,0.16,36.89,-19.66,-41.20
27.59,-0.77,-1.26,10.04,-0.27,-0.02,0.25,37.84,-18.90,-40.57
27.75,-0.95,-0.92,9.98,-0.04,-0.04,0.03,37.74,-19.34,-39.18
27.92,-0.89,-1.79,10.19,-0.04,-0.14,-0.64,38.25,-18.05,-38.35
28.08,-0.33,-1.54,10.05,0.06,0.12,0.58,38.13,-18.97,-36.06
28.25,-0.40,-1.58,9.93,-0.03,0.00,-0.10,38.75,-20.34,-35.02
28.41,-0.47,-1.69,10.15,0.04,0.07,-0.11,39.24,-20.21,-33.79
28.57,-1.27,-1.92,9.98,0.01,0.04,0.26,39.92,-21.08,-33.31
28.74,-1.02,-1.22,10.20,0.03,-0.02,0.44,39.90,-22.22,-33.22
28.91,-1.31,-0.69,10.11,0.22,0.04,0.19,40.03,-23.57,-32.04
29.07,-1.88,-0.95,9.87,0.07,-0.03,0.26,40.60,-23.98,-31.47
29.24,-1.08,-0.74,9.35,0.30,-0.08,0.01,40.57,-25.52,-30.68
29.40,-1.00,-0.37,9.94,0.20,-0.05,-0.07,39.70,-26.19,-30.14
29.56,-1.16,-0.41,9.73,-0.07,0.00,0.13,39.80,-25.77,-29.61
29.72,-1.03,-0.47,9.72,0.11,0.18,0.39,39.52,-25.52,-28.09
29.90,-2.07,-0.45,9.95,-0.09,0.04,0.14,39.61,-23.88,-27.64
30.06,-1.94,-0.86,9.96,-0.02,-0.00,0.27,38.99,-24.58,-26.56
30.22,-1.16,-0.85,10.18,0.13,-0.30,0.31,37.65,-24.83,-27.14
30.39,-0.81,0.03,9.62,0.11,-0.02,0.26,35.46,-25.90,-29.45
30.55,-1.39,0.07,9.72,-0.02,-0.16,0.14,35.37,-25.65,-30.20
30.71,-0.84,1.24,9.90,-0.30,-0.32,-0.44,33.32,-26.10,-33.48
30.88,-0.39,0.95,10.06,-0.02,-0.16,-0.33,31.92,-24.85,-35.87
31.05,-1.13,0.16,10.39,-0.44,0.09,0.01,32.11,-24.17,-38.21
31.21,-1.14,0.10,10.39,-0.14,0.19,-0.02,32.90,-23.14,-41.08
31.38,-1.17,0.38,10.40,0.40,0.06,0.14,35.52,-24.17,-42.11
31.54,-0.22,0.50,9.76,0.68,-1.32,-0.41,33.73,-28.35,-44.53
31.70,-0.06,0.85,9.27,0.03,0.42,0.03,32.18,-29.87,-44.65
31.87,-0.28,0.41,9.62,-0.59,0.23,0.08,34.83,-27.89,-44.77
32.03,-1.20,1.05,9.58,-0.31,0.21,0.75,36.03,-27.96,-45.13
32.20,-0.14,0.92,9.48,0.29,-0.43,0.64,32.99,-31.09,-44.74
32.37,-0.09,-0.13,8.82,-0.48,0.03,0.37,30.68,-29.55,-46.45
32.53,-0.24,0.20,9.69,0.24,-0.35,-0.07,28.57,-29.07,-47.30
32.69,-0.45,0.57,10.02,-0.98,0.96,-0.42,29.95,-26.94,-47.63
32.86,-1.16,-0.84,8.81,-0.62,0.59,-1.26,36.12,-21.73,-45.32
33.02,-1.45,-1.85,9.89,0.32,-0.25,-0.93,35.46,-19.03,-46.67
33.18,-0.31,-0.06,9.21,-0.51,-0.18,-0.94,35.88,-18.80,-46.96
33.36,-0.77,-0.86,9.97,0.08,0.12,-0.31,34.33,-23.27,-46.92
33.52,0.63,0.05,8.63,0.69,-0.26,-0.37,33.31,-25.86,-47.06
33.68,-1.16,0.50,9.70,0.11,-0.52,-0.14,30.85,-26.24,-47.81
33.85,0.90,0.77,8.72,-0.53,0.02,-0.66,31.22,-25.58,-48.76
34.01,-0.07,0.45,9.54,-0.40,-0.25,-0.29,32.34,-23.46,-48.20
34.17,-1.10,0.26,10.03,0.24,-0.36,0.13,33.89,-22.41,-47.78
34.34,-1.02,-0.57,9.31,-0.03,-0.36,0.29,34.01,-21.65,-47.65
34.51,-0.62,-0.20,9.68,-0.22,-0.33,0.08,33.46,-20.45,-48.07
34.67,0.41,-0.35,9.81,0.02,-0.09,-0.04,33.34,-18.59,-46.43
34.84,-0.57,-0.74,9.47,0.16,0.34,0.57,34.16,-19.99,-46.26
35.00,-0.70,-1.22,9.52,-0.42,0.30,-0.10,36.82,-18.72,-44.30
35.16,-0.56,-0.92,10.10,0.06,-0.54,0.07,35.71,-16.65,-44.86
35.33,0.21,-2.19,10.17,-0.24,-0.34,0.83,34.08,-17.25,-44.30
35.49,0.69,-1.48,9.97,-0.06,-0.21,-0.02,33.16,-18.37,-43.92
35.66,0.32,-1.42,9.87,0.02,0.25,0.05,33.70,-19.15,-41.80
35.83,-0.26,-0.68,9.91,-0.50,0.18,-0.50,36.61,-18.42,-39.94
36.00,-0.59,-1.80,10.06,-0.06,0.07,0.11,37.46,-18.11,-39.26
36.16,-0.57,-2.48,9.71,0.10,0.15,-0.07,38.48,-18.40,-37.81
36.32,-0.91,-1.99,9.98,0.19,-0.14,0.03,39.62,-20.18,-35.21
36.49,-0.94,-1.87,9.75,-0.01,0.18,-0.01,39.51,-22.07,-35.03
36.65,-1.23,-1.62,10.24,-0.14,-0.16,0.17,39.80,-22.46,-34.67
36.82,-1.27,-1.56,9.89,0.22,-0.14,0.01,39.55,-23.71,-33.95
36.99,-0.38,-1.95,9.84,0.13,-0.21,0.03,38.66,-24.31,-33.31
37.15,-0.08,-0.96,10.17,-0.14,-0.31,0.41,38.03,-27.86,-31.85
37.31,-0.57,-0.58,10.21,-0.27,-0.04,-0.11,38.66,-26.89,-31.07
37.47,-0.13,-1.13,9.90,0.10,-0.10,0.13,37.55,-27.13,-30.53
37.64,-0.03,-0.68,9.99,0.07,-0.17,0.26,35.79,-28.40,-29.41
37.80,-0.08,-0.61,10.31,-0.13,0.34,0.27,36.54,-28.78,-29.96
37.97,-0.64,-0.24,9.81,0.28,0.04,0.52,35.95,-27.83,-28.69
38.14,-1.07,-0.35,9.70,0.11,-0.13,-0.01,34.98,-27.49,-30.33
38.30,-1.10,-0.56,10.17,-0.08,0.04,0.37,34.22,-26.79,-31.04
38.46,-0.36,0.48,10.18,0.18,-0.48,-0.33,31.60,-27.13,-32.18
38.63,-0.72,0.35,10.69,-0.46,0.48,0.19,30.59,-24.60,-35.33
38.79,-1.45,0.17,10.28,-0.20,0.13,-0.19,32.24,-23.22,-39.96
38.95,-0.87,0.45,9.46,0.37,-0.11,-0.15,33.38,-26.00,-42.27
39.13,-0.50,0.65,9.89,0.31,0.32,0.51,34.87,-27.36,-43.54
39.29,-0.58,-0.45,10.14,-0.11,0.44,0.49,37.31,-26.12,-44.50
39.45,-1.64,-1.94,9.33,0.30,0.06,0.38,39.32,-27.14,-44.17
39.62,-1.14,1.79,8.96,0.83,-0.26,0.37,36.25,-34.77,-43.16
39.78,-1.65,2.29,8.09,-0.13,0.19,-0.07,37.55,-38.10,-41.42
39.94,-1.78,1.45,8.81,-1.15,0.08,-0.42,39.77,-35.27,-41.64
40.11,-2.05,0.55,9.10,-0.93,-0.34,0.17,36.16,-34.22,-43.58
40.28,-1.21,0.63,8.63,-0.31,-0.30,-0.45,35.30,-30.17,-44.97
40.44,-1.47,-0.58,10.21,-0.18,-0.14,-1.00,35.37,-27.46,-45.50
40.61,-0.97,0.28,9.87,0.21,-0.53,-0.94,35.06,-26.81,-46.35
40.77,-0.11,0.09,9.38,0.05,-0.56,-0.85,32.99,-27.64,-47.18
40.93,-0.06,0.89,9.18,0.60,-0.65,-0.14,29.83,-29.25,-47.25
41.10,0.26,1.75,9.09,-0.16,-0.14,-0.26,27.20,-29.19,-48.44
41.26,0.82,1.76,9.08,-0.75,-0.12,-0.51,25.84,-28.43,-49.14
41.43,2.35,1.17,8.36,0.03,0.89,-0.42,28.76,-24.69,-48.73
41.60,-0.07,-0.48,10.45,-0.35,0.09,0.55,29.77,-21.94,-48.86
41.76,1.12,-0.21,9.48,0.32,-0.28,0.15,29.77,-20.56,-49.46
41.92,0.17,0.43,10.41,-0.19,0.00,0.38,30.62,-20.32,-49.31
42.08,-0.45,-0.64,9.38,-0.07,-0.01,0.45,31.75,-21.78,-47.63
42.25,0.40,0.01,9.87,-0.12,0.02,0.14,32.77,-19.58,-46.26
42.41,0.10,-0.97,10.42,-0.49,-0.03,0.25,33.35,-18.25,-44.83
42.58,-0.80,-0.99,10.17,0.18,0.24,-0.12,35.15,-17.74,-43.47
42.75,-1.59,-0.86,10.33,0.02,0.07,-0.50,36.74,-17.30,-42.60
42.91,-0.76,-1.59,9.62,-0.26,0.08,-0.53,37.55,-17.90,-40.82
43.07,-0.40,-1.38,10.48,-0.28,0.09,0.13,38.26,-16.81,-39.97
43.24,-1.88,-1.67,9.71,-0.21,0.10,0.42,40.43,-17.09,-37.15
43.40,-1.29,-2.42,9.68,0.06,0.20,0.40,41.46,-18.52,-35.24
43.56,-2.32,-2.09,9.85,-0.07,0.03,0.19,41.96,-20.61,-33.31
43.75,-2.61,-2.21,9.85,0.24,0.06,-0.08,42.60,-21.82,-32.91
43.92,-1.97,-1.70,9.75,0.03,-0.01,-0.21,42.87,-22.24,-32.39
44.08,-2.70,-1.58,9.81,-0.13,0.08,0.47,43.42,-23.74,-30.93
44.24,-2.67,-2.15,9.71,0.21,-0.23,0.09,42.59,-25.69,-29.38
44.41,-1.53,-1.82,9.83,0.02,-0.13,0.04,41.48,-27.51,-28.79
44.57,-2.20,-1.15,11.04,0.92,-0.05,-0.14,40.49,-26.56,-27.55
44.73,-1.28,-0.58,10.21,0.21,-0.11,-0.06,38.82,-25.78,-27.93
44.91,-1.51,-0.96,10.09,0.28,-0.16,-0.01,38.50,-23.78,-28.52
45.07,-1.22,0.28,10.08,0.45,-0.13,0.60,36.50,-24.69,-30.17
45.23,-0.57,0.28,9.96,0.40,-0.44,0.42,34.05,-24.88,-33.05
45.40,-0.45,0.16,9.92,-0.04,0.09,-0.34,32.15,-23.38,-36.47
45.56,-0.73,-0.74,9.69,-0.22,0.22,-0.35,34.38,-19.58,-39.75
45.72,0.24,0.23,9.75,0.29,-0.68,-0.45,33.47,-19.42,-43.19
45.88,0.28,-1.22,9.78,-0.14,-0.10,-0.10,33.48,-19.75,-44.56
46.06,-1.13,-0.68,9.69,-0.08,0.39,0.24,37.08,-20.33,-44.05
46.22,-0.79,-0.88,8.84,0.01,0.08,-0.03,38.42,-20.52,-44.78
46.38,-1.46,-0.81,8.57,-0.08,0.02,-0.00,37.97,-19.66,-44.83
46.55,-1.97,-0.81,9.21,0.18,0.09,0.20,39.52,-21.13,-44.24
46.71,-1.84,-0.67,9.72,0.10,0.09,0.05,38.56,-22.13,-45.03
46.88,-0.84,-0.51,9.88,0.04,-0.46,-0.19,36.88,-22.99,-45.06
47.04,-1.05,0.06,9.68,-0.04,-0.08,0.04,36.45,-23.47,-45.35
47.21,-1.41,-0.18,9.70,-0.12,0.03,0.06,36.79,-22.20,-45.05
47.38,-1.39,-0.38,9.91,0.06,0.20,0.14,38.12,-22.13,-44.90
47.54,-1.44,-0.26,9.80,0.01,-0.05,-0.04,38.15,-22.39,-45.13
